Index,Difficulty Level,Words,Description,WOC_2021,SOW_2021,WOC_2020,SOW_2020
388,ONE,dillydally,postpone doing what one should be doing,1,0,1,0
389,ONE,happenstance,an event that might have been arranged although it was really accidental,1,0,1,0
390,ONE,campus,a field on which the buildings of a university are situated,1,0,1,0
391,ONE,fuddy-duddy,a conservative who is old-fashioned or dull in attitude or appearance,1,0,1,0
392,ONE,tantrum,a display of bad temper,1,0,1,0
393,ONE,maximum,the largest possible quantity,1,0,1,0
394,ONE,haggle,an instance of intense argument (as in bargaining),1,0,1,0
395,ONE,tussle,disorderly fighting,1,0,1,0
396,ONE,infant,a very young child (birth to 1 year) who has not yet begun to walk or talk,1,0,1,0
397,ONE,pulley,a simple machine consisting of a wheel with a groove in which a rope can run to change the direction or point of application of a force applied to the rope,1,0,1,0
398,ONE,science,a particular branch of scientific knowledge,1,0,1,0
399,ONE,clover,a plant of the genus Trifolium,1,0,1,0
400,ONE,sword,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard,1,0,1,0
401,ONE,inched,"advance slowly, as if by inches",1,0,1,0
402,ONE,thunderbolt,a discharge of lightning accompanied by thunder,1,0,1,0
403,ONE,Kodiak,an island off southern Alaska in the Gulf of Alaska; site of the first European settlement in the area which was founded by the Russians in 1784,1,0,1,0
404,ONE,cement,concrete pavement is sometimes referred to as cement,1,0,1,0
405,ONE,casino,a public building for gambling and entertainment,1,0,1,0
406,ONE,mastiff,an old breed of powerful deep-chested smooth-coated dog used chiefly as a watchdog and guard dog,1,0,1,0
407,ONE,dimension,the magnitude of something in a particular direction (especially length or width or height),1,0,1,0
408,ONE,despicable,morally reprehensible,1,0,1,0
409,ONE,misinterpret,interpret falsely,1,0,1,0
410,ONE,venomous,extremely poisonous or injurious; producing venom,1,0,1,0
411,ONE,distinctive,of a feature that helps to distinguish a person or thing; - Curtis Wilkie,1,0,1,0
412,ONE,cooperate,work together on a common enterprise of project,1,0,1,0
413,ONE,ugliness,qualities of appearance that do not give pleasure to the senses,1,0,1,0
414,ONE,elderly,people who are old collectively,1,0,1,0
415,ONE,twee,affectedly dainty or refined,1,0,1,0
416,ONE,plaintiff,a person who brings an action in a court of law,1,0,1,0
417,ONE,mister,a form of address for a man,1,0,1,0
418,ONE,merchandise,commodities offered for sale,1,0,1,0
419,ONE,quack,an untrained person who pretends to be a physician and who dispenses medical advice,1,0,1,0
420,ONE,amigo,a friend or comrade,1,0,1,0
421,ONE,holiday,leisure time away from work devoted to rest or pleasure,1,0,1,0
422,ONE,mayhem,the willful and unlawful crippling or mutilation of another person,1,0,1,0
423,ONE,warning,a message informing of danger,1,0,1,0
424,ONE,gauntlet,to offer or accept a challenge,1,0,1,0
425,ONE,spider,"predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body; they spin silk to make cocoons for eggs or traps for prey",1,0,1,0
426,ONE,bestow,present,1,0,1,0
427,ONE,indigo,a blue dye obtained from plants or made synthetically,1,0,1,0
428,ONE,thicket,a dense growth of bushes,1,0,1,0
429,ONE,useful,being of use or service,1,0,1,0
430,ONE,apology,an expression of regret at having caused trouble for someone,1,0,1,0
431,ONE,weather,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,1,0,1,0
432,ONE,gung ho,Undefined,1,0,1,0
433,ONE,forage,bulky food like grass or hay for browsing or grazing horses or cattle,1,0,1,0
434,ONE,gymnastics,a sport that involves exercises intended to display strength and balance and agility,1,0,1,0
435,ONE,difficult,not easy; requiring great physical or mental effort to accomplish or comprehend or endure,1,0,1,0
436,ONE,carnival,a festival marked by merrymaking and processions,1,0,1,0
437,ONE,twinge,a sudden sharp feeling,1,0,1,0
438,ONE,umbrella,a lightweight handheld collapsible canopy,1,0,1,0
439,ONE,tooth,hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for attack and defense,1,0,1,0
440,ONE,island,a land mass (smaller than a continent) that is surrounded by water,1,0,1,0
441,ONE,mischief,reckless or malicious behavior that causes discomfort or annoyance in others,1,0,1,0
442,ONE,buffoonery,acting like a clown or buffoon,1,0,1,0
443,ONE,poncho,a blanket-like cloak with a hole in the center for the head,1,0,1,0
444,ONE,synthetic,a compound made artificially by chemical reactions,1,0,1,0
445,ONE,dauntlessly,without fear,1,0,1,0
446,ONE,peacenik,someone who prefers negotiations to armed conflict in the conduct of foreign relations,1,0,1,0
447,ONE,talent,natural abilities or qualities,1,0,1,0
448,ONE,intellectual,a person who uses the mind creatively,1,0,1,0
449,ONE,hooligan,a cruel and brutal fellow,1,0,1,0
450,ONE,cloying,supply or feed to surfeit,1,0,1,0
451,ONE,faucet,a regulator for controlling the flow of a liquid from a reservoir,1,0,1,0
452,ONE,ounce,a unit of apothecary weight equal to 480 grains or one twelfth of a pound,1,0,1,0
453,ONE,kiwi,climbing vine native to China; cultivated in New Zealand for its fuzzy edible fruit with green meat,1,0,1,0
454,ONE,tickled,"touch (a body part) lightly so as to excite the surface nerves and cause uneasiness, laughter, or spasmodic movements",1,0,1,0
455,ONE,decade,a period of 10 years,1,0,1,0
456,ONE,olive,small ovoid fruit of the European olive tree; important food and source of oil,1,0,1,0
457,ONE,scheme,an elaborate and systematic plan of action,1,0,1,0
458,ONE,memorandum,a written proposal or reminder,1,0,1,0
459,ONE,publish,put into print,1,0,1,0
460,ONE,domino,United States rhythm and blues pianist and singer and composer (born in 1928),1,0,1,0
461,ONE,forbidden,command against,1,0,1,0
462,ONE,truth,a fact that has been verified,1,0,1,0
463,ONE,cough,a sudden noisy expulsion of air from the lungs that clears the air passages; a common symptom of upper respiratory infection or bronchitis or pneumonia or tuberculosis,1,0,1,0
464,ONE,bother,an angry disturbance,1,0,1,0
465,ONE,mutter,a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech,1,0,1,0
466,ONE,ignite,cause to start burning; subject to fire or great heat,1,0,1,0
467,ONE,jumbo,of great mass; huge and bulky,1,0,1,0
468,ONE,balderdash,trivial nonsense,1,0,1,0
469,ONE,straw,plant fiber used e.g. for making baskets and hats or as fodder,1,0,1,0
470,ONE,missile,a rocket carrying a warhead of conventional or nuclear explosives; may be ballistic or directed by remote control,1,0,1,0
471,ONE,sedentary,requiring sitting or little activity,1,0,1,0
472,ONE,legacy,(law) a gift of personal property by will,1,0,1,0
473,ONE,mortal,a human being,1,0,1,0
474,ONE,infringe,"go against, as of rules and laws",1,0,1,0
475,ONE,hooves,the foot of an ungulate mammal,1,0,1,0
476,ONE,munchkin,Undefined,1,0,1,0
477,ONE,divine,terms referring to the Judeo-Christian God,1,0,1,0
478,ONE,splurge,an ostentatious display (of effort or extravagance etc.),1,0,1,0
479,ONE,bugaboo,an imaginary monster used to frighten children,1,0,1,0
480,ONE,interloper,someone who intrudes on the privacy or property of another without permission,1,0,1,0
481,ONE,shadow,shade within clear boundaries,1,0,1,0
482,ONE,banana,any of several tropical and subtropical treelike herbs of the genus Musa having a terminal crown of large entire leaves and usually bearing hanging clusters of elongated fruits,1,0,1,0
483,ONE,lexicon,a language user's knowledge of words,1,0,1,0
484,ONE,neigh,the characteristic sounds made by a horse,1,0,1,0
485,ONE,standard,a basis for comparison; a reference point against which other things can be evaluated,1,0,1,0
486,ONE,routine,an unvarying or habitual method or procedure,1,0,1,0
487,ONE,meekness,"the feeling of patient, submissive humbleness",1,0,1,0
488,ONE,furnace,"an enclosed chamber in which heat is produced to heat buildings, destroy refuse, smelt or refine ores, etc.",1,0,1,0
489,ONE,bristle,a stiff fiber (coarse hair or filament); natural or synthetic,1,0,1,0
490,ONE,cabbage,any of various types of cabbage,1,0,1,0
491,ONE,yearn,desire strongly or persistently,1,0,1,0
492,ONE,privacy,the quality of being secluded from the presence or view of others,1,0,1,0
493,ONE,squall,sudden violent winds; often accompanied by precipitation,1,0,1,0
494,ONE,foothills,a relatively low hill on the lower slope of a mountain,1,0,1,0
495,ONE,daresay,Undefined,1,0,1,0
496,ONE,erode,become ground down or deteriorate,1,0,1,0
497,ONE,primatologist,Undefined,1,0,1,0
498,ONE,decision,the act of making up your mind about something,1,0,1,0
499,ONE,squawl,Undefined,1,0,1,0
500,ONE,tongue,a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavity,1,0,1,0
501,ONE,owlishly,in an owlish manner,1,0,1,0
502,ONE,formalize,make formal or official,1,0,1,0
503,ONE,voluntary,(military) a person who freely enlists for service,1,0,1,0
504,ONE,farfetched,highly imaginative but unlikely,1,0,1,0
505,ONE,omen,a sign of something about to happen,1,0,1,0
506,ONE,caterpillar,a wormlike and often brightly colored and hairy or spiny larva of a butterfly or moth,1,0,1,0
507,ONE,criminal,someone who has committed a crime or has been legally convicted of a crime,1,0,1,0
508,ONE,formalise,make formal or official,1,0,1,0
509,ONE,furious,marked by extreme and violent energy,1,0,1,0
510,ONE,linen,a fabric woven with fibers from the flax plant,1,0,1,0
511,ONE,militant,a militant reformer,1,0,1,0
512,ONE,wasp,a white person of Anglo-Saxon ancestry who belongs to a Protestant denomination,1,0,1,0
513,ONE,recipient,a person who receives something,1,0,1,0
514,ONE,anyway,used to indicate that a statement explains or supports a previous statement,1,0,1,0
515,ONE,wombat,burrowing herbivorous Australian marsupials about the size of a badger,1,0,1,0
516,ONE,piratical,characteristic of pirates,1,0,1,0
517,ONE,civics,the social science of municipal affairs,1,0,1,0
518,ONE,kudos,an expression of approval and commendation,1,0,1,0
519,ONE,strong,having strength or power greater than average or expected,1,0,1,0
520,ONE,isolation,a state of separation between persons or groups,1,0,1,0
521,ONE,marginalize,"relegate to a lower or outer edge, as of specific groups of people",1,0,1,0
522,ONE,pigsty,a pen for swine,1,0,1,0
523,ONE,locker,a storage compartment for clothes and valuables; usually it has a lock,1,0,1,0
524,ONE,alpha,the 1st letter of the Greek alphabet,1,0,1,0
525,ONE,canteen,a flask for carrying water; used by soldiers or travelers,1,0,1,0
526,ONE,measly,contemptibly small in amount,1,0,1,0
527,ONE,swipe,a sweeping stroke or blow,1,0,1,0
528,ONE,misery,a state of ill-being due to affliction or misfortune,1,0,1,0
529,ONE,jabberwocky,nonsensical language (according to Lewis Carroll),1,0,1,0
530,ONE,shebang,an entire system; used in the phrase `the whole shebang',1,0,1,0
531,ONE,aviation,the aggregation of a country's military aircraft,1,0,1,0
532,ONE,apprehensive,quick to understand; - Nathaniel Hawthorne,1,0,1,0
533,ONE,eternity,time without end,1,0,1,0
534,ONE,months,one of the twelve divisions of the calendar year,1,0,1,0
535,ONE,detention,a state of being confined (usually for a short time),1,0,1,0
536,ONE,tibia,the inner and thicker of the two bones of the human leg between the knee and ankle,1,0,1,0
537,ONE,lucky,occurring by chance,1,0,1,0
538,ONE,zither,a musical stringed instrument with strings stretched over a flat sounding board; it is laid flat and played with a plectrum and with fingers,1,0,1,0
539,ONE,imagery,the ability to form mental images of things or events,1,0,1,0
540,ONE,guffaw,a burst of deep loud hearty laughter,1,0,1,0
541,ONE,sparkle,merriment expressed by a brightness or gleam or animation of countenance,1,0,1,0
542,ONE,hazelnut,any of several shrubs or small trees of the genus Corylus bearing edible nuts enclosed in a leafy husk,1,0,1,0
543,ONE,rocket,any vehicle self-propelled by a rocket engine,1,0,1,0
544,ONE,lamentable,bad; unfortunate,1,0,1,0
545,ONE,pastel,any of various pale or light colors,1,0,1,0
546,ONE,caravan,a procession (of wagons or mules or camels) traveling together in single file,1,0,1,0
547,ONE,calico,coarse cloth with a bright print,1,0,1,0
548,ONE,votive,dedicated in fulfillment of a vow,1,0,1,0
549,ONE,reflect,manifest or bring back,1,0,1,0
550,ONE,brilliant,of surpassing excellence,1,0,1,0
551,ONE,twice,two times,1,0,1,0
552,ONE,culinary,of or relating to or used in cooking,1,0,1,0
553,ONE,theme,the subject matter of a conversation or discussion,1,0,1,0
554,ONE,lantern,light in a transparent protective case,1,0,1,0
555,ONE,scent,a distinctive odor that is pleasant,1,0,1,0
556,ONE,competitive,involving competition or competitiveness,1,0,1,0
557,ONE,megahertz,one million periods per second,1,0,1,0
558,ONE,boycott,a group's refusal to have commercial dealings with some organization in protest against its policies,1,0,1,0
559,ONE,literacy,the ability to read and write,1,0,1,0
560,ONE,loathe,find repugnant,1,0,1,0
561,ONE,sofa,an upholstered seat for more than one person,1,0,1,0
562,ONE,webisode,Undefined,1,0,1,0
563,ONE,dough,a flour mixture stiff enough to knead or roll,1,0,1,0
564,ONE,tiger,a fierce or audacious person,1,0,1,0
565,ONE,selfie,Undefined,1,0,0,0
566,ONE,axle,a shaft on which a wheel rotates,1,0,1,0
567,ONE,eggplant,egg-shaped vegetable having a shiny skin typically dark purple but occasionally white or yellow,1,0,1,0
568,ONE,kangaroo,any of several herbivorous leaping marsupials of Australia and New Guinea having large powerful hind legs and a long thick tail,1,0,1,0
569,ONE,emperor,the male ruler of an empire,1,0,1,0
570,ONE,romaine,lettuce with long dark-green leaves in a loosely packed elongated head,1,0,1,0
571,ONE,skydiving,performing acrobatics in free fall before pulling the ripcord of a parachute,1,0,0,0
